Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1020.000000	0.507396  	1020.000000	0.691105  	1020.000000	0.695975  	1020.000000	0.683964  	1020.000000	0.690992  	1020.000000	0.000113284	
1040.000000	0.505298  	1040.000000	0.688357  	1040.000000	0.693123  	1040.000000	0.681139  	1040.000000	0.688246  	1040.000000	0.000111265	
1060.000000	0.503315  	1060.000000	0.685756  	1060.000000	0.690398  	1060.000000	0.67845   	1060.000000	0.685647  	1060.000000	0.000109319	
1080.000000	0.50144   	1080.000000	0.683293  	1080.000000	0.6878    	1080.000000	0.675889  	1080.000000	0.683185  	1080.000000	0.000107442	
1100.000000	0.499669  	1100.000000	0.68096   	1100.000000	0.685327  	1100.000000	0.67345   	1100.000000	0.680855  	1100.000000	0.000105631	
1120.000000	0.497995  	1120.000000	0.678752  	1120.000000	0.682977  	1120.000000	0.671124  	1120.000000	0.678648  	1120.000000	0.000103882	
1140.000000	0.496415  	1140.000000	0.676662  	1140.000000	0.680742  	1140.000000	0.668906  	1140.000000	0.676559  	1140.000000	0.000102192	
1160.000000	0.494923  	1160.000000	0.674683  	1160.000000	0.678613  	1160.000000	0.666791  	1160.000000	0.674582  	1160.000000	0.000100558	
1180.000000	0.493516  	1180.000000	0.67281   	1180.000000	0.676582  	1180.000000	0.664771  	1180.000000	0.672711  	1180.000000	9.89769e-05	
1200.000000	0.492189  	1200.000000	0.671038  	1200.000000	0.67464   	1200.000000	0.662843  	1200.000000	0.67094   	1200.000000	9.74467e-05	
1220.000000	0.490939  	1220.000000	0.669362  	1220.000000	0.672781  	1220.000000	0.661002  	1220.000000	0.669266  	1220.000000	9.59649e-05	
1240.000000	0.489763  	1240.000000	0.667777  	1240.000000	0.671     	1240.000000	0.659243  	1240.000000	0.667683  	1240.000000	9.45289e-05	
1260.000000	0.488656  	1260.000000	0.66628   	1260.000000	0.669294  	1260.000000	0.657562  	1260.000000	0.666187  	1260.000000	9.31368e-05	
1280.000000	0.487617  	1280.000000	0.664866  	1280.000000	0.667661  	1280.000000	0.655955  	1280.000000	0.664774  	1280.000000	9.17865e-05	
1300.000000	0.486641  	1300.000000	0.663531  	1300.000000	0.666099  	1300.000000	0.654419  	1300.000000	0.66344   	1300.000000	9.04762e-05	
1320.000000	0.485727  	1320.000000	0.662272  	1320.000000	0.664603  	1320.000000	0.65295   	1320.000000	0.662183  	1320.000000	8.9204e-05	
1340.000000	0.484872  	1340.000000	0.661085  	1340.000000	0.663173  	1340.000000	0.651544  	1340.000000	0.660997  	1340.000000	8.79684e-05	
1360.000000	0.484073  	1360.000000	0.659968  	1360.000000	0.661805  	1360.000000	0.6502    	1360.000000	0.659881  	1360.000000	8.67677e-05	
1380.000000	0.483329  	1380.000000	0.658917  	1380.000000	0.660497  	1380.000000	0.648913  	1380.000000	0.658832  	1380.000000	8.56004e-05	
