Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1020.000000	0.568844  	1020.000000	0.674633  	1020.000000	0.691653  	1020.000000	0.679442  	1020.000000	0.674547  	1020.000000	8.61581e-05	
1040.000000	0.566492  	1040.000000	0.671949  	1040.000000	0.688986  	1040.000000	0.676808  	1040.000000	0.671865  	1040.000000	8.46195e-05	
1060.000000	0.564268  	1060.000000	0.669411  	1060.000000	0.686447  	1060.000000	0.674307  	1060.000000	0.669328  	1060.000000	8.31368e-05	
1080.000000	0.562167  	1080.000000	0.667009  	1080.000000	0.684032  	1080.000000	0.67193   	1080.000000	0.666927  	1080.000000	8.17068e-05	
1100.000000	0.560181  	1100.000000	0.664737  	1100.000000	0.681738  	1100.000000	0.669671  	1100.000000	0.664657  	1100.000000	8.03269e-05	
1120.000000	0.558305  	1120.000000	0.662588  	1120.000000	0.67956   	1120.000000	0.667523  	1120.000000	0.662509  	1120.000000	7.89944e-05	
1140.000000	0.556533  	1140.000000	0.660556  	1140.000000	0.677494  	1140.000000	0.665479  	1140.000000	0.660478  	1140.000000	7.77069e-05	
1160.000000	0.554861  	1160.000000	0.658635  	1160.000000	0.675532  	1160.000000	0.663534  	1160.000000	0.658558  	1160.000000	7.64621e-05	
1180.000000	0.553283  	1180.000000	0.656818  	1180.000000	0.673666  	1180.000000	0.661683  	1180.000000	0.656743  	1180.000000	7.52579e-05	
1200.000000	0.551796  	1200.000000	0.655102  	1200.000000	0.671891  	1200.000000	0.659921  	1200.000000	0.655028  	1200.000000	7.40924e-05	
1220.000000	0.550395  	1220.000000	0.653481  	1220.000000	0.670201  	1220.000000	0.658243  	1220.000000	0.653408  	1220.000000	7.29636e-05	
1240.000000	0.549076  	1240.000000	0.65195   	1240.000000	0.668591  	1240.000000	0.656644  	1240.000000	0.651878  	1240.000000	7.18698e-05	
1260.000000	0.547835  	1260.000000	0.650506  	1260.000000	0.667055  	1260.000000	0.655122  	1260.000000	0.650435  	1260.000000	7.08095e-05	
1280.000000	0.54667   	1280.000000	0.649144  	1280.000000	0.665589  	1280.000000	0.653671  	1280.000000	0.649075  	1280.000000	6.9781e-05	
1300.000000	0.545576  	1300.000000	0.647862  	1300.000000	0.664189  	1300.000000	0.652289  	1300.000000	0.647793  	1300.000000	6.8783e-05	
1320.000000	0.544552  	1320.000000	0.646654  	1320.000000	0.662851  	1320.000000	0.650971  	1320.000000	0.646586  	1320.000000	6.78141e-05	
1340.000000	0.543593  	1340.000000	0.645518  	1340.000000	0.661573  	1340.000000	0.649715  	1340.000000	0.645451  	1340.000000	6.6873e-05	
1360.000000	0.542698  	1360.000000	0.644451  	1360.000000	0.660352  	1360.000000	0.648519  	1360.000000	0.644385  	1360.000000	6.59586e-05	
