Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
720.000000	0.558625  	720.000000	0.660294  	720.000000	0.673104  	720.000000	0.662401  	720.000000	0.660187  	720.000000	0.000106651	
740.000000	0.553622  	740.000000	0.654551  	740.000000	0.667582  	740.000000	0.656899  	740.000000	0.654447  	740.000000	0.000103978	
760.000000	0.548919  	760.000000	0.649158  	760.000000	0.662396  	760.000000	0.651733  	760.000000	0.649057  	760.000000	0.00010144	
780.000000	0.544493  	780.000000	0.64409   	780.000000	0.657508  	780.000000	0.646878  	780.000000	0.643991  	780.000000	9.90272e-05	
800.000000	0.540326  	800.000000	0.639322  	800.000000	0.65289   	800.000000	0.642308  	800.000000	0.639226  	800.000000	9.67303e-05	
820.000000	0.536399  	820.000000	0.634834  	820.000000	0.648532  	820.000000	0.638003  	820.000000	0.634739  	820.000000	9.45412e-05	
840.000000	0.532696  	840.000000	0.630605  	840.000000	0.644433  	840.000000	0.633944  	840.000000	0.630512  	840.000000	9.24523e-05	
860.000000	0.529203  	860.000000	0.626618  	860.000000	0.640581  	860.000000	0.630114  	860.000000	0.626527  	860.000000	9.04569e-05	
880.000000	0.525906  	880.000000	0.622856  	880.000000	0.636945  	880.000000	0.626496  	880.000000	0.622768  	880.000000	8.85487e-05	
900.000000	0.522793  	900.000000	0.619306  	900.000000	0.633497  	900.000000	0.623076  	900.000000	0.619219  	900.000000	8.6722e-05	
920.000000	0.519852  	920.000000	0.615953  	920.000000	0.630221  	920.000000	0.61984   	920.000000	0.615868  	920.000000	8.49717e-05	
940.000000	0.517072  	940.000000	0.612786  	940.000000	0.627117  	940.000000	0.616778  	940.000000	0.612703  	940.000000	8.32931e-05	
960.000000	0.514446  	960.000000	0.609793  	960.000000	0.624184  	960.000000	0.613877  	960.000000	0.609711  	960.000000	8.16818e-05	
980.000000	0.511963  	980.000000	0.606963  	980.000000	0.621415  	980.000000	0.611127  	980.000000	0.606883  	980.000000	8.01337e-05	
1000.000000	0.509616  	1000.000000	0.604287  	1000.000000	0.618794  	1000.000000	0.608519  	1000.000000	0.604208  	1000.000000	7.86451e-05	
1020.000000	0.507396  	1020.000000	0.601756  	1020.000000	0.616304  	1020.000000	0.606045  	1020.000000	0.601679  	1020.000000	7.72128e-05	
1040.000000	0.505298  	1040.000000	0.599363  	1040.000000	0.613931  	1040.000000	0.603696  	1040.000000	0.599287  	1040.000000	7.58334e-05	
1060.000000	0.503315  	1060.000000	0.597098  	1060.000000	0.61167   	1060.000000	0.601465  	1060.000000	0.597024  	1060.000000	7.45041e-05	
1080.000000	0.50144   	1080.000000	0.594956  	1080.000000	0.609518  	1080.000000	0.599345  	1080.000000	0.594883  	1080.000000	7.32222e-05	
1100.000000	0.499669  	1100.000000	0.59293   	1100.000000	0.607475  	1100.000000	0.59733   	1100.000000	0.592858  	1100.000000	7.19852e-05	
1120.000000	0.497995  	1120.000000	0.591013  	1120.000000	0.605537  	1120.000000	0.595413  	1120.000000	0.590942  	1120.000000	7.07906e-05	
1140.000000	0.496415  	1140.000000	0.5892    	1140.000000	0.6037    	1140.000000	0.59359   	1140.000000	0.58913   	1140.000000	6.96364e-05	
1160.000000	0.494923  	1160.000000	0.587486  	1160.000000	0.601954  	1160.000000	0.591856  	1160.000000	0.587418  	1160.000000	6.85205e-05	
1180.000000	0.493516  	1180.000000	0.585866  	1180.000000	0.600293  	1180.000000	0.590205  	1180.000000	0.585799  	1180.000000	6.7441e-05	
1200.000000	0.492189  	1200.000000	0.584335  	1200.000000	0.598709  	1200.000000	0.588633  	1200.000000	0.584269  	1200.000000	6.63961e-05	
1220.000000	0.490939  	1220.000000	0.582889  	1220.000000	0.597196  	1220.000000	0.587136  	1220.000000	0.582824  	1220.000000	6.53842e-05	
1240.000000	0.489763  	1240.000000	0.581524  	1240.000000	0.595752  	1240.000000	0.58571   	1240.000000	0.581459  	1240.000000	6.44037e-05	
1260.000000	0.488656  	1260.000000	0.580236  	1260.000000	0.594373  	1260.000000	0.584352  	1260.000000	0.580172  	1260.000000	6.34532e-05	
1280.000000	0.487617  	1280.000000	0.579021  	1280.000000	0.593057  	1280.000000	0.583058  	1280.000000	0.578959  	1280.000000	6.25313e-05	
1300.000000	0.486641  	1300.000000	0.577877  	1300.000000	0.591801  	1300.000000	0.581825  	1300.000000	0.577815  	1300.000000	6.16366e-05	
1320.000000	0.485727  	1320.000000	0.576799  	1320.000000	0.590604  	1320.000000	0.58065   	1320.000000	0.576739  	1320.000000	6.07681e-05	
1340.000000	0.484872  	1340.000000	0.575786  	1340.000000	0.589462  	1340.000000	0.57953   	1340.000000	0.575726  	1340.000000	5.99245e-05	
1360.000000	0.484073  	1360.000000	0.574834  	1360.000000	0.588375  	1360.000000	0.578462  	1360.000000	0.574775  	1360.000000	5.91048e-05	
